Body,Head
?a hasSpouse ?c,?a predecessor Ferdinand_I_Holy_Roman_Emperor
Robert_II_of_France spouse ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a child ?c,?a mother Margaret_of_Artois
?a parent ?c   ?c hasSpouse ?b,?a hasSpouse ?b
Margaret_of_Valois parent ?b,Charles_IX_of_France parent ?b
?a child ?c,?a child Duke_George_Augustus_of_Mecklenburg
?a mother Gerberga_of_Saxony,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a parent ?c,?a child Archduke_Charles_Duke_of_Teschen
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a father Ferdinand_I_Holy_Roman_Emperor
?a child George_IV,?a child Prince_Octavius_of_Great_Britain
Sophia_Eleonore_of_Saxony parent ?a,?a hasSpouse Yes
?c mother ?a   ?d marriedTo ?c   ?d hasSpouse ?b,?a hasSpouse ?b
Henry_the_Lion child ?a,?a hasSpouse No
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Charles_Martel parent ?b
?c father ?b,Bertha_of_Burgundy spouse ?b
?a child ?c   ?d successor ?c   ?b child ?d,?a parent ?b
?a mother Ermengarde_Countess_of_Maine,?a parent Ermengarde_Countess_of_Maine
?c predecessor ?a   ?c successor ?d   ?d father ?b,?a father ?b
Antoine_Duke_of_Montpensier child ?b,Infanta_Luisa_Fernanda_Duchess_of_Montpensier child ?b
?b parent Rudolf_I_of_Germany,Gertrude_of_Hohenberg child ?b
?a predecessor ?c,?a child Guy_of_Ivrea
Charles_Duke_of_Orl_ans spouse ?a,?a hasSpouse Yes
?b child Charles_III_of_Spain,me_myself_i name ?b
?a predecessor ?c   ?c hasSpouse ?b,?a hasSpouse ?b
?a parent ?c,?a child Archduchess_Maria_Leopoldine_of_Austria_Este
?a hasSpouse Yes,?a child Marie_Z_phyrine_of_France
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Isabella_of_Bourbon parent ?b
?c spouse ?a,?a child Adela_of_France
?a father ?c,?a child Ferdinand_Duke_of_Viseu
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a successor Philip_II_of_Spain
?a child Louis_Duke_of_Burgundy_1751_1761,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c spouse ?a,?a child Archduke_Ferdinand_Karl_Viktor_of_Austria_Este
?b spouse ?c,Eleanor_of_Austria spouse ?b
?c spouse ?b,Louis_Duke_of_Savoy child ?b
?c father ?a   ?d father ?c   ?d gender ?b,?a gender ?b
?c parent ?a,?a parent Yolande_of_Dreux_Duchess_of_Burgundy
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?b child ?d,?a parent ?b
?a child Archduchess_Anna_of_Austria,?a child Maria_of_Austria_Duchess_of_J_lich_Cleves_Berg
?b parent ?c,Louis_I_Duke_of_Orl_ans parent ?b
?a mother ?c,?a father James_I_of_Scotland
Hugh_II_Duke_of_Burgundy child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
Maria_Amalia_of_Naples_and_Sicily parent ?a,?a child Princess_Maria_Antonia_of_Naples_and_Sicily
?a child Bona_of_Savoy,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Isabella_of_France child ?b
?b parent Anne_of_Cyprus,Louis_Duke_of_Savoy child ?b
?c parent ?a   ?c successor ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
Leopold_Duke_of_Lorraine child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a child Adam_Gordon_of_Auchindoun,?a child Jean_Gordon_Countess_of_Bothwell
?c parent ?a,?a parent Rudolf_I_of_Germany
?a name ?c,?a child John_II_Duke_of_Lorraine
"?b gender ""male""",Catherine_of_Valois spouse ?b
?b hasSpouse Yes,John_II_Duke_of_Brittany child ?b
?c successor ?b,Louis_Philippe_I predecessor ?b
?c child ?a,?a child Alfonso_V_of_Aragon
?c spouse ?b,Louis_VIII_of_France predecessor ?b
Maria_Antonia_Ferdinanda_of_Spain child ?a,?a hasSpouse No
Philip_III_of_Spain child ?b,Margaret_of_Austria_Queen_of_Spain child ?b
?a child ?c,?a child Archduchess_Maria_Carolina_of_Austria_born_1740
?a child Ernest_Augustus_King_of_Hanover,?a child George_IV
?c spouse ?a,?a child Maria_Ludovika_of_Austria_Este
?a mother ?c,?a successor French_Revolution_of_1848
?b hasSpouse Yes,Margaret_of_Foix spouse ?b
?c child ?b,Maximilian_I_Holy_Roman_Emperor spouse ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a father Louis_the_Pious
?b hasSpouse No,Pepin_the_Short child ?b
?c predecessor ?a   ?c child ?b,?a name ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a spouse Richard_Count_of__tampes
?b parent ?c,Francis_I_of_France parent ?b
?c successor ?a   ?d child ?c   ?b spouse ?d,?a parent ?b
?c child ?a   ?d parent ?c   ?d mother ?b,?a parent ?b
Louis_XI child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b spouse ?c,John_of_Gaunt parent ?b
?b father Louis_the_Stammerer,Louis_the_Stammerer child ?b
?b hasSpouse Yes,Louis_Philippe_I successor ?b
?b hasSpouse No,Princess_Magdalena_Augusta_of_Anhalt_Zerbst child ?b
?a child ?c,?a child Margaret_of_Burgundy_Queen_of_France
?b hasSpouse No,Charles_Count_of_Valois child ?b
?a child ?c,?a parent Louise_of_Savoy
?b child Maria_of_Austria_Duchess_of_J_lich_Cleves_Berg,Maximilian_II_Holy_Roman_Emperor parent ?b
?a spouse Richeza_of_Poland_Queen_of_Sweden,?a hasSpouse Yes
?a father ?c   ?d predecessor ?c   ?d parent ?b,?a spouse ?b
?c child ?b,Louis_IV_of_France child ?b
_thelwulf_King_of_Wessex spouse ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b spouse Margaret_of_Burgundy_Queen_of_France,Margaret_of_Burgundy_Queen_of_France spouse ?b
?a gender ?c,?a predecessor Henry_of_Bohemia
?b marriedTo ?a,?a marriedTo ?b
?a child ?c,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a spouse ?c,?a predecessor Henry_VI_of_England
Ferdinand_III_of_Castile spouse ?a,?a spouse Ferdinand_III_of_Castile
?a hasSpouse ?c,?a parent Henry_IV_of_France
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a father Louis_I_Duke_of_Bourbon
?a child Carlo_Duke_of_Calabria,?a child Prince_Alberto_of_Naples_and_Sicily
?c parent ?a,?a child Blanche_of_France_Infanta_of_Castile
?c parent ?a,?a child Maria_Anna_of_Savoy_Duchess_of_Chablais
?a child ?c,?a mother Beatrice_of_Savoy
?a successor ?c,?a successor Charles_the_Fat
?c child ?a,?a child Philip_Count_of_Longueville
?a parent ?c,?a child Edward_of_Westminster_Prince_of_Wales
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Louise_Diane_Princess_of_Conti
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Charles_I_of_Anjou
?c mother ?a   ?c successor ?d   ?d gender ?b,?a gender ?b
?a mother ?c,?a child Prince_Alfred_of_Great_Britain
Gertrude_of_Hohenberg child ?b,Rudolf_I_of_Germany child ?b
?c predecessor ?b,Maria_Carolina_of_Austria parent ?b
?a hasSpouse ?c   ?d hasSpouse ?c   ?d child ?b,?a spouse ?b
?a spouse ?c,?a mother Waldrada_of_Worms
Anne_of_Cyprus child ?a,?a parent Anne_of_Cyprus
?b hasSpouse ?c,Anne_of_Brittany spouse ?b
?a child ?c   ?c successor ?d   ?d parent ?b,?a child ?b
?a child James_II_of_Majorca,?a child Isabella_of_Aragon_Queen_of_France
?a parent ?c   ?b marriedTo ?c,?a father ?b
?c father ?a   ?c mother ?b,?a successor ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,George_II_of_Great_Britain child ?b
?c father ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?c child ?a   ?d spouse ?c   ?d child ?b,?a successor ?b
Maria_Teresa_Felicitas_d_Este parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b father ?c,Marie_of_Brabant_Queen_of_France parent ?b
?a child Louise__lisabeth_d_Orl_ans,?a child Charlotte_Agla__d_Orl_ans
"?b gender ""male""",Henry_VI_of_England predecessor ?b
?b spouse ?c,Louise_of_Savoy child ?b
Empress_Matilda child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Louis_Antoine_Duke_of_Angoul_me
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Anne_Gonzaga child ?b
?a mother ?c   ?d spouse ?c   ?b predecessor ?d,?a child ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Charles_Martel
?c marriedTo ?b,Charles_Martel parent ?b
?a father ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a name ?b
?a spouse ?c,?a name Frederick_III
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,John_of_Bohemia predecessor ?b
?a name ?c,?a parent Henry_III_of_England
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Bertha_of_Burgundy
?a mother ?c,?a parent Ferdinand_I_Holy_Roman_Emperor
?b hasSpouse Yes,Anne_Marie_d_Orl_ans child ?b
?c spouse ?b,Louis_II_of_Anjou child ?b
Henry_the_Lion spouse ?a,?a hasSpouse Yes
?a successor ?c   ?b successor ?c,?a predecessor ?b
?c mother ?a   ?c father ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?c predecessor ?a,"?a gender ""female"""
?c spouse ?a,?a spouse James_V_of_Scotland
?a hasSpouse ?c,?a child Joan_of_Portugal
?a parent Louis_VI_of_France,?a father Louis_VI_of_France
?a predecessor ?c,?a father Henry_II_of_France
?c father ?a   ?b successor ?c,?a child ?b
?c parent ?a,?a parent Louis_VII_of_France
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Ernest_Augustus_King_of_Hanover
?a gender ?c,?a mother Beatrice_of_Savoy
?a hasSpouse Yes,?a parent Agnes_of_France_Duchess_of_Burgundy
?b name ?c,Odo_II_Count_of_Blois parent ?b
Charles_Emmanuel_III_of_Sardinia child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b child ?c,Anne_of_Kiev parent ?b
?a mother Anne_of_Cyprus,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c child ?a   ?c successor ?b,?a successor ?b
?c successor ?a   ?b marriedTo ?c,?a father ?b
?a child ?c,?a child Joan_of_England_Queen_of_Sicily
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Maria_of_Austria_Duchess_of_J_lich_Cleves_Berg parent ?b
?b hasSpouse ?c,Eleanor_of_Provence child ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Louis_I_Duke_of_Bavaria parent ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Sancho_IV_of_Castile child ?b
?a parent ?c,?a child Ren__of_Anjou
?a child James_II_of_Majorca,?a hasSpouse Yes
?c father ?a   ?d successor ?c   ?b child ?d,?a spouse ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a name Liudolf
?a successor ?c   ?d father ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a father Louis_Count_of__vreux,?a mother Margaret_of_Artois
?a child ?c,?a name Louis
?a child Anne_of_Kiev,?a child Sviatoslav_II_of_Kiev
?a gender ?c,?a hasSpouse Yes
?c mother ?a,?a father Richard_Fitzalan_3rd_Earl_of_Arundel
?a spouse ?c,?a mother Maria_Amalia_of_Saxony
?a child Maria_Theresa_of_Spain,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Louis_the_Stammerer spouse ?b
?b mother Marie_de_Medici,Marie_de_Medici child ?b
?c predecessor ?b,Alfonso_VII_of_Le_n_and_Castile successor ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Edward_III_of_England parent ?b
?a child ?c,?a mother Maria_Josepha_of_Austria
?a hasSpouse Yes,?a father Henry_IV_of_France
Henry_III_of_France predecessor ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Ferdinand_I_of_Aragon child ?b
Maria_Carolina_of_Austria parent ?b,Joseph_II_Holy_Roman_Emperor predecessor ?b
?c parent ?a   ?d child ?c   ?b spouse ?d,?a spouse ?b
Eadgifu_of_Wessex parent ?a,?a child Edwin_son_of_Edward_the_Elder
?a child ?c,?a father Louis_Duke_of_Savoy
?a hasSpouse Yes,?a name Henry_I
?c spouse ?a,?a child Henry_I_of_France
?c spouse ?a,?a child Lothair_I
?a child ?c,?a child Marie_of_Savoy_Countess_of_Saint_Pol
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a parent ?b
?a predecessor ?c,?a father Henry_son_of_Robert_I_of_Burgundy
?a child Caroline_Matilda_of_Great_Britain,?a child Princess_Elizabeth_of_Great_Britain
?c child ?a,?a child Eleanor_of_Austria
Charles_IV_of_France successor ?a,?a child Blanche_of_Navarre_Queen_of_France
?a child Archduchess_Clementina_of_Austria,?a child Archduke_Joseph_Franz_of_Austria
?a gender ?c,?a name Theobald_II
?a child Eleanor_of_Viseu,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a parent Anne_of_Cyprus,"?a gender ""female"""
?a gender ?c,?a child Margaret_of_Valois_Duchess_of_Berry
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Marie_Antoinette child ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Edmund_Crouchback
?a mother Ermengarde_Countess_of_Maine,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c mother ?a,?a hasSpouse Yes
Sophia_of_Minsk child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a parent ?c   ?c mother ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?a mother Waldrada_of_Worms,?a parent Waldrada_of_Worms
?a parent Maria_Amalia_of_Naples_and_Sicily,"?a gender ""male"""
?a child Blanche_of_Navarre_Queen_of_France,?a child Philip_Count_of_Longueville
?c child ?b,Louis_XVI spouse ?b
?a mother ?c,?a child Louis_the_Younger
?c spouse ?b,Ramon_Berenguer_IV_Count_of_Provence child ?b
?c spouse ?a,?a parent Gerberga_of_Saxony
?b child ?c,Leopold_II_Holy_Roman_Emperor parent ?b
?a spouse Henry_the_Lion,?a hasSpouse Yes
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Philip_III_of_Spain child ?b
?c parent ?a   ?c mother ?d   ?b mother ?d,?a child ?b
?c spouse ?b,Blanche_of_Burgundy parent ?b
?c spouse ?a   ?d parent ?c   ?b successor ?d,?a successor ?b
?c spouse ?a,?a predecessor John_King_of_England
?a parent ?c,?a child James_II_of_Majorca
?a parent ?c   ?c successor ?b,?a father ?b
?b hasSpouse ?c,Louis_II_Duke_of_Bavaria parent ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Salomea_of_Berg child ?b
?a mother ?c,?a child Joan_of_England_Queen_of_Sicily
?a mother ?c   ?d mother ?c   ?d parent ?b,?a parent ?b
?c marriedTo ?a,?a child Charles_II_Grand_Duke_of_Mecklenburg_Strelitz
?a child Valdemar_II_of_Denmark,?a child Richeza_of_Denmark
?c spouse ?a,?a father Louis_IX_of_France
?a parent ?c,?a child Louis_VIII_of_France
?a name Henry_I,?a hasSpouse Yes
Ermengarde_of_Hesbaye child ?b,Louis_the_Pious child ?b
?a mother Joanna_of_Castile,?a parent Philip_I_of_Castile
?a parent Bonne_of_Luxembourg,?a mother Bonne_of_Luxembourg
?a child Gaston_Duke_of_Orl_ans,?a child Louis_XIII
Jacquetta_of_Luxembourg parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c child ?a,?a child Rudolph_III_of_Burgundy
?a spouse ?c   ?c successor ?d   ?d father ?b,?a child ?b
?a spouse ?c   ?d mother ?c   ?d gender ?b,?a gender ?b
?c predecessor ?a   ?d spouse ?c   ?b child ?d,?a spouse ?b
?a parent Welf_father_of_Judith,?a mother Hedwig_of_Bavaria
Robert_II_of_Scotland parent ?a,?a hasSpouse Yes
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Otto_I_Duke_of_Brunswic_L_neburg successor ?b
?c child ?b,Arthur_II_Duke_of_Brittany parent ?b
?c predecessor ?a,?a predecessor Henry_of_Bohemia
?c spouse ?b,Baldwin_III_Count_of_Hainaut parent ?b
?a father ?c,?a child Beatrice_of_England
?a spouse Fulk_King_of_Jerusalem,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b child Agnes_of_France_Duchess_of_Burgundy,Agnes_of_France_Duchess_of_Burgundy parent ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Louis_IV_Holy_Roman_Emperor child ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,John_I_Duke_of_Brittany parent ?b
?c parent ?b,Charles_the_Simple parent ?b
?a mother ?c   ?d mother ?c   ?d father ?b,?a parent ?b
?a parent Louis_Dauphin_of_France_son_of_Louis_XIV,?a father Louis_Dauphin_of_France_son_of_Louis_XIV
?c successor ?a   ?c name ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a father ?c,?a child Louis_VIII_of_France
?b hasSpouse ?c,Stephen_King_of_England successor ?b
Charlotte_of_Mecklenburg_Strelitz parent ?a,?a child Charlotte_of_Mecklenburg_Strelitz
?a father Welf_father_of_Judith,?a hasSpouse Yes
?a hasSpouse ?c,?a child Beatrice_of_Luxembourg
?a parent ?c   ?c spouse ?d   ?d child ?b,?a child ?b
?a child Ferdinand_Duke_of_Viseu,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a mother Margaret_Countess_of_Anjou,?a father Charles_Count_of_Valois
?a spouse ?c   ?c successor ?b,?a child ?b
?b hasSpouse No,Antoine_Duke_of_Montpensier child ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Henry_son_of_Robert_I_of_Burgundy parent ?b
?c child ?a,?a predecessor John_King_of_England
?c child ?a,?a successor Henri_Count_of_Chambord
?c spouse ?a   ?b father ?c,?a spouse ?b
?b gender ?c,Elizabeth_of_Bohemia_1292_1330 parent ?b
?b successor ?c,Joan_I_of_Navarre child ?b
?c successor ?b,Charles_the_Fat predecessor ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Ermentrude_of_Orl_ans parent ?b
?a name ?c   ?c mother ?d   ?d mother ?b,?a name ?b
?c parent ?b,Philip_III_of_France child ?b
?c spouse ?a,?a parent Catherine_de_Medici
?b hasSpouse ?c,Louis_the_German successor ?b
?a child ?c,?a parent Constance_of_Arles
?a name Philip_III,?a hasSpouse Yes
Joan_Countess_of_Ponthieu predecessor ?a,?a successor Joan_Countess_of_Ponthieu
?b hasSpouse ?c,Beatriz_Pereira_de_Alvim parent ?b
?c marriedTo ?a,?a name me_myself_i
?a mother ?c,?a child Sophie_of_France_1786_1787
?a parent ?c,?a child Charles_Emmanuel_IV_of_Sardinia
?b hasSpouse ?c,Charlotte_of_Mecklenburg_Strelitz child ?b
?c spouse ?b,Edward_the_Elder parent ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Christine_of_Saxony child ?b
?a predecessor ?c,?a name Frederick_I
"?b gender ""male""",Antoine_Duke_of_Lorraine child ?b
Louis_the_Pious successor ?a,?a predecessor Louis_the_Pious
Ferdinand_III_of_Castile spouse ?a,"?a gender ""female"""
?b predecessor ?c,Ferdinand_II_of_Aragon predecessor ?b
?a child Peter_I_Count_of_Alen_on,?a child John_Tristan_Count_of_Valois
?a child Jacques_of_Savoy_Count_of_Romont,?a child Margaret_of_Savoy_Countess_of_Saint_Pol
?a name ?c,?a child Duke_George_Augustus_of_Mecklenburg
?a gender ?c,?a child Philip_the_Good
?a predecessor ?c   ?c parent ?b,?a mother ?b
?c spouse ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c predecessor ?a,?a parent Robert_II_of_France
?b mother ?c,John_II_of_France parent ?b
?a name ?c,?a child Richeza_of_Denmark
?c spouse ?a,?a child Alfonso_V_of_Aragon
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Judith_of_Habsburg child ?b
?a child Prince_Alberto_of_Naples_and_Sicily,?a child Maria_Henrietta_of_Naples_and_Sicily
?c successor ?a   ?b mother ?c,?a successor ?b
Mary_Tudor_Queen_of_France child ?a,?a hasSpouse No
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,John_King_of_England predecessor ?b
?a name ?c,?a spouse Charles_Count_of_Valois
?c parent ?a,?a child Archduchess_Maria_Johanna_Gabriela_of_Austria
?a hasSpouse No,?a mother Adelaide_of_Maurienne
?c predecessor ?a   ?b successor ?c,?a spouse ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Charlotte_Princess_Royal
?c child ?b,Henry_III_of_England child ?b
?c child ?b,Maria_Josepha_of_Austria parent ?b
?b child Henry_III_of_France,Charles_IX_of_France parent ?b
?a parent ?c,?a spouse Charles_IV_of_France
?b name ?c,Rozala_of_Italy parent ?b
?c child ?a,?a spouse Charles_X
?a parent ?b,?a father ?b
?a child Charles_Emmanuel_IV_of_Sardinia,?a child Maria_Anna_of_Savoy_Duchess_of_Chablais
?a hasSpouse Yes,?a child Prince_Robert_Duke_of_Chartres
?a parent ?c,?a parent Isabel_of_Barcelos
?b child Infante_Antonio_Duke_of_Galliera,Princess_Marie_Isabelle_of_Orl_ans parent ?b
?a parent ?c,?a child Princess_Elizabeth_of_the_United_Kingdom
?c parent ?b,Matilda_of_France parent ?b
?a father ?c   ?c mother ?d   ?d gender ?b,?a gender ?b
?b child Ferdinand_Karl_Archduke_of_Austria_Este,Maria_Carolina_of_Austria parent ?b
?c predecessor ?a,?a father John_II_of_France
?b spouse ?c,Louis_Dauphin_of_France_son_of_Louis_XIV child ?b
?a parent ?c,?a mother Joanna_of_Bourbon
?a name ?c   ?d name ?c   ?b parent ?d,?a spouse ?b
Francis_Duke_of_Anjou parent ?a,?a child Charles_IX_of_France
?c spouse ?a,?a successor Ferdinand_II_of_Aragon
?a parent Gerberga_of_Saxony,?a parent Louis_IV_of_France
?c spouse ?a,?a parent Sancha_of_Castile_Queen_of_Aragon
?c spouse ?a,?a parent Margaret_Countess_of_Anjou
?a child Robert_Count_of_Clermont,?a hasSpouse Yes
?c child ?b,Elisabeth_of_France_1602_1644 child ?b
?c child ?a   ?c successor ?d   ?b successor ?d,?a mother ?b
?a successor ?c   ?c parent ?b,?a marriedTo ?b
?a mother ?c,?a name Philip_III
Jeanne_d_Albret parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a child Charles_III_of_Spain,?a hasSpouse Yes
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Eleanor_of_Aragon_Queen_of_Portugal
Leopold_II_Holy_Roman_Emperor parent ?b,Ferdinand_Karl_Archduke_of_Austria_Este parent ?b
?a father ?c   ?b parent ?c,?a successor ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a spouse Charles_Emmanuel_III_of_Sardinia
?c mother ?a,?a parent Beatrice_of_Savoy
?a child Princess_H_l_ne_of_Orl_ans,?a child Prince_Philippe_Duke_of_Orl_ans_1869_1926
