Body,Head,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?a parent ?c   ?c father ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?a parent ?c   ?c father ?d   ?d child ?b,?a predecessor ?b,,,,,,,
?a parent ?c   ?c father ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?a parent ?c   ?c father ?d   ?b father ?d,?a predecessor ?b,,,,,,,
?a parent ?c   ?c father ?d   ?b parent ?d,?a predecessor ?b,,,,,,,
?a parent ?c   ?c successor ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?a parent ?c   ?c successor ?d   ?d father ?b,?a predecessor ?b,,,,,,,
?a parent ?c   ?c successor ?d   ?d mother ?b,?a predecessor ?b,,,,,,,
?a parent ?c   ?c successor ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?a parent ?c   ?c successor ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?a parent ?c   ?c successor ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?a predecessor ?c   ?c gender ?d   ?b gender ?d,?a predecessor ?b,,,,,,,
?a parent ?c   ?c successor ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?a parent ?c   ?c mother ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?a parent ?c   ?c mother ?d   ?d child ?b,?a predecessor ?b,,,,,,,
?a parent ?c   ?c mother ?d   ?b mother ?d,?a predecessor ?b,,,,,,,
?a parent ?c   ?c successor ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?a parent ?c   ?c successor ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?a parent ?c   ?c mother ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?a parent ?c   ?c mother ?d   ?b parent ?d,?a predecessor ?b,,,,,,,
?a parent ?c   ?c child ?d   ?d mother ?b,?a predecessor ?b,,,,,,,
?a parent ?c   ?c child ?d   ?d father ?b,?a predecessor ?b,,,,,,,
?a name ?c   ?c gender ?d   ?b gender ?d,?a predecessor ?b,,,,,,,
?a parent ?c   ?c child ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?a parent ?c   ?c child ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?a parent ?c   ?c child ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?a parent ?c   ?c child ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?a parent ?c   ?c child ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?a parent ?c   ?c predecessor ?d   ?d child ?b,?a predecessor ?b,,,,,,,
?a parent ?c   ?c predecessor ?d   ?b parent ?d,?a predecessor ?b,,,,,,,
?a parent ?c   ?c predecessor ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?a parent ?c   ?c child ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?a parent ?c   ?c predecessor ?d   ?b father ?d,?a predecessor ?b,,,,,,,
?a parent ?c   ?c predecessor ?d   ?b spouse ?d,?a predecessor ?b,,,,,,,
?a parent ?c   ?c child ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?a father ?c   ?c parent ?d   ?d child ?b,?a predecessor ?b,,,,,,,
?a father ?c   ?c parent ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?a father ?c   ?c parent ?d   ?b parent ?d,?a predecessor ?b,,,,,,,
?a predecessor ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c parent ?d   ?b father ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c parent ?d   ?b mother ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c parent ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c father ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?a father ?c   ?c father ?d   ?d child ?b,?a predecessor ?b,,,,,,,
?a father ?c   ?c father ?d   ?b father ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c father ?d   ?b parent ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c father ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c spouse ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?a parent ?c   ?c predecessor ?d   ?b mother ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c spouse ?d   ?d child ?b,?a predecessor ?b,,,,,,,
?a parent ?c   ?c predecessor ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?a father ?c   ?c spouse ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c successor ?d   ?d father ?b,?a predecessor ?b,,,,,,,
?a father ?c   ?c spouse ?d   ?b spouse ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c successor ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?a father ?c   ?c successor ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?a father ?c   ?c name ?d   ?b name ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c successor ?d   ?d mother ?b,?a predecessor ?b,,,,,,,
?a father ?c   ?c mother ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?a father ?c   ?c successor ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c mother ?d   ?d child ?b,?a predecessor ?b,,,,,,,
?a father ?c   ?c successor ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c mother ?d   ?b mother ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c mother ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c predecessor ?d   ?d child ?b,?a predecessor ?b,,,,,,,
?a father ?c   ?c predecessor ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?a father ?c   ?c mother ?d   ?b parent ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c predecessor ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c predecessor ?d   ?b parent ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c predecessor ?d   ?b mother ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c predecessor ?d   ?b father ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c child ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?a father ?c   ?c child ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c child ?d   ?d father ?b,?a predecessor ?b,,,,,,,
?a father ?c   ?c child ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?a father ?c   ?c child ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?a father ?c   ?c child ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c child ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c predecessor ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c predecessor ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c predecessor ?d   ?d father ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c predecessor ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c predecessor ?d   ?d mother ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c predecessor ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c predecessor ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c predecessor ?d   ?b spouse ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c predecessor ?d   ?b parent ?d,?a predecessor ?b,,,,,,,
?a predecessor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a predecessor ?b,358,1.0,0.00044405413987457334,358,3,806208,?a
?c predecessor ?a   ?c spouse ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c spouse ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c name ?d   ?b name ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c spouse ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c spouse ?d   ?b spouse ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c child ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c child ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?d father ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?d mother ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?d child ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?b spouse ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?b parent ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?b mother ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c parent ?d   ?b father ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?d father ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?d mother ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?d child ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?b father ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?b parent ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c father ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c successor ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c successor ?d   ?d father ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c successor ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c successor ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c successor ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c successor ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c successor ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c mother ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c mother ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c mother ?d   ?d child ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c mother ?d   ?b mother ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c mother ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c mother ?d   ?b spouse ?d,?a predecessor ?b,,,,,,,
?a parent ?c   ?c gender ?d   ?b gender ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c gender ?d   ?b gender ?d,?a predecessor ?b,,,,,,,
?c parent ?a   ?c parent ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?c parent ?a   ?c parent ?d   ?d father ?b,?a predecessor ?b,,,,,,,
?c parent ?a   ?c parent ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?c parent ?a   ?c parent ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?c parent ?a   ?c parent ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?c parent ?a   ?c parent ?d   ?d mother ?b,?a predecessor ?b,,,,,,,
?c parent ?a   ?c parent ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?c parent ?a   ?c parent ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?c parent ?a   ?c parent ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?c parent ?a   ?c parent ?d   ?b spouse ?d,?a predecessor ?b,,,,,,,
?c parent ?a   ?c father ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?c parent ?a   ?c father ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?c parent ?a   ?c father ?d   ?d father ?b,?a predecessor ?b,,,,,,,
?c parent ?a   ?c father ?d   ?d mother ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c gender ?d   ?b gender ?d,?a predecessor ?b,,,,,,,
?c parent ?a   ?c father ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?c parent ?a   ?c father ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?c parent ?a   ?c mother ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?c parent ?a   ?c mother ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?c predecessor ?a   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a predecessor ?b,358,0.6368715083798883,0.0004647181117769353,228,3,490620,?a
?c parent ?a   ?c mother ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?c parent ?a   ?c father ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?c parent ?a   ?c mother ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?c parent ?a   ?c predecessor ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?c parent ?a   ?c predecessor ?d   ?d father ?b,?a predecessor ?b,,,,,,,
?c parent ?a   ?c predecessor ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?c parent ?a   ?c predecessor ?d   ?d mother ?b,?a predecessor ?b,,,,,,,
?c parent ?a   ?c predecessor ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?c parent ?a   ?c predecessor ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?c parent ?a   ?c predecessor ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?a mother ?c   ?c spouse ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?a mother ?c   ?c spouse ?d   ?d child ?b,?a predecessor ?b,,,,,,,
?a mother ?c   ?c spouse ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?a mother ?c   ?c spouse ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?a mother ?c   ?c spouse ?d   ?b spouse ?d,?a predecessor ?b,,,,,,,
?a mother ?c   ?c spouse ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?a mother ?c   ?c parent ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?a mother ?c   ?c parent ?d   ?d child ?b,?a predecessor ?b,,,,,,,
?a mother ?c   ?c parent ?d   ?b parent ?d,?a predecessor ?b,,,,,,,
?a mother ?c   ?c parent ?d   ?b father ?d,?a predecessor ?b,,,,,,,
?a mother ?c   ?c successor ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?a mother ?c   ?c successor ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?a mother ?c   ?c successor ?d   ?d mother ?b,?a predecessor ?b,,,,,,,
?a mother ?c   ?c successor ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?a mother ?c   ?c successor ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?a mother ?c   ?c father ?d   ?b father ?d,?a predecessor ?b,,,,,,,
?a mother ?c   ?c father ?d   ?b parent ?d,?a predecessor ?b,,,,,,,
?a mother ?c   ?c name ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?a mother ?c   ?c name ?d   ?b name ?d,?a predecessor ?b,,,,,,,
?a parent ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a predecessor ?b,,,,,,,
?a mother ?c   ?c predecessor ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?a mother ?c   ?c predecessor ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?c parent ?a   ?c gender ?d   ?b gender ?d,?a predecessor ?b,,,,,,,
?a mother ?c   ?c child ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?a mother ?c   ?c child ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?a mother ?c   ?c child ?d   ?d father ?b,?a predecessor ?b,,,,,,,
?a mother ?c   ?c child ?d   ?d mother ?b,?a predecessor ?b,,,,,,,
?a mother ?c   ?c child ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?a mother ?c   ?c child ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?a mother ?c   ?c child ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c spouse ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c spouse ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c spouse ?d   ?d father ?b,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c spouse ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c spouse ?d   ?d mother ?b,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c spouse ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c spouse ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c spouse ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c spouse ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c spouse ?d   ?b spouse ?d,?a predecessor ?b,,,,,,,
?a mother ?c   ?c gender ?d   ?b gender ?d,?a predecessor ?b,,,,,,,
?a father ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c child ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c child ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?a mother ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c child ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c name ?d   ?b name ?d,?a predecessor ?b,,,,,,,
?c parent ?a   ?c hasSpouse ?d   ?b hasSpouse ?d,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c child ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c successor ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c successor ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c successor ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c successor ?d   ?b spouse ?d,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c successor ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c predecessor ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c predecessor ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c parent ?d   ?b parent ?d,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c predecessor ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c predecessor ?d   ?b spouse ?d,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c predecessor ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c predecessor ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?a name ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a predecessor ?b,358,0.6061452513966481,0.00044713135359229864,217,3,485316,?a
?c child ?a   ?c name ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c name ?d   ?d child ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c name ?d   ?d name ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c name ?d   ?b name ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c name ?d   ?b spouse ?d,?a predecessor ?b,,,,,,,
?a mother ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a predecessor ?b,358,0.49441340782122906,0.0004700146580842521,177,3,376584,?a
?c child ?a   ?c child ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?a father ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a predecessor ?b,358,0.5782122905027933,0.0004702066183285177,207,3,440232,?a
?c child ?a   ?c child ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c child ?d   ?d mother ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c child ?d   ?d father ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c child ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?c spouse ?a   ?c gender ?d   ?b gender ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c child ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c child ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c child ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c spouse ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c child ?d   ?b spouse ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c spouse ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c spouse ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c spouse ?d   ?d child ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c child ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c spouse ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c spouse ?d   ?d father ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c spouse ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c spouse ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c spouse ?d   ?b spouse ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c spouse ?d   ?b parent ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c spouse ?d   ?b mother ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c spouse ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c parent ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c parent ?d   ?d child ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c parent ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c parent ?d   ?b parent ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c parent ?d   ?b mother ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c parent ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c parent ?d   ?b father ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c mother ?d   ?d child ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c mother ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c mother ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c mother ?d   ?b mother ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c mother ?d   ?b parent ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c father ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c father ?d   ?d child ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c father ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c father ?d   ?b father ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c father ?d   ?b parent ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c predecessor ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c predecessor ?d   ?d child ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c predecessor ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?a parent ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a predecessor ?b,358,0.7011173184357542,0.00046394877709756603,251,3,541008,?a
?c child ?a   ?c predecessor ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c predecessor ?d   ?b parent ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c predecessor ?d   ?b father ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c predecessor ?d   ?b spouse ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c predecessor ?d   ?b mother ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c successor ?d   ?d father ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c successor ?d   ?d mother ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c successor ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c successor ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c successor ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c successor ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?c child ?a   ?c successor ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c successor ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?c child ?a   ?c successor ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?a spouse ?c   ?c spouse ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?a spouse ?c   ?c spouse ?d   ?d father ?b,?a predecessor ?b,,,,,,,
?a spouse ?c   ?c spouse ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?a spouse ?c   ?c spouse ?d   ?d successor ?b,?a predecessor ?b,,,,,,,
?a spouse ?c   ?c spouse ?d   ?d mother ?b,?a predecessor ?b,,,,,,,
?a spouse ?c   ?c spouse ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
?a spouse ?c   ?c spouse ?d   ?d spouse ?b,?a predecessor ?b,,,,,,,
?a spouse ?c   ?c spouse ?d   ?b predecessor ?d,?a predecessor ?b,,,,,,,
?a spouse ?c   ?c spouse ?d   ?b child ?d,?a predecessor ?b,,,,,,,
?a spouse ?c   ?c spouse ?d   ?b spouse ?d,?a predecessor ?b,,,,,,,
?a spouse ?c   ?c parent ?d   ?d child ?b,?a predecessor ?b,,,,,,,
?a spouse ?c   ?c parent ?d   ?b parent ?d,?a predecessor ?b,,,,,,,
?a spouse ?c   ?c child ?d   ?d parent ?b,?a predecessor ?b,,,,,,,
?a spouse ?c   ?c child ?d   ?d predecessor ?b,?a predecessor ?b,,,,,,,
?a spouse ?c   ?c child ?d   ?b successor ?d,?a predecessor ?b,,,,,,,
